,Time,User,Tweet
596,2022-11-03 11:55:20+00:00,19017675,RT @ReasonedUK: .@Nigel_Farage at the Reasoned Student Summit! https://t.co/rTL1ZrSm9y
597,2022-11-03 10:53:43+00:00,19017675,RT @MrHarryCole: 25 per cent of the hotels now booked by the Home Office are 4* or 5*… https://t.co/j8ByjFLzIc
598,2022-11-02 20:36:54+00:00,19017675,Britain is the land of Four Star Hotels.  https://t.co/ndphTLChvS
599,2022-11-02 19:34:17+00:00,19017675,"RT @GBNEWS: ‘The Conservative Party no longer owns immigration. That is a huge problem for Rishi Sunak.’

Professor @GoodwinMJ joins @Nigel…"
600,2022-11-02 18:46:30+00:00,19017675,15 minutes to go! https://t.co/3ptAzauPGr
601,2022-11-02 18:18:32+00:00,19017675,"Another huge story breaking on GB News at 7pm… 

RNLI crews are being kicked out of a Wirral hotel for Albanian migrants — who they helped across the channel! 

📺 Freeview 236, Sky 515, Virgin 604"
602,2022-11-02 17:54:28+00:00,19017675,The Leader of Kent County Council says they are at “Breaking Point” with the migrant emergency. https://t.co/4RwKpTRNKa
603,2022-11-02 17:48:36+00:00,19017675,"RT @GBNEWS: 'The revelations are the most devastating thing yet for Rishi Sunak's premiership.'

🚨 Tonight on Farage, live from 7pm, @Nigel…"
604,2022-11-02 16:36:20+00:00,19017675,"Tonight on @GBNEWS we have EXCLUSIVE polling on the migrant emergency.

This is a devastating blow to @RishiSunak. 

Don’t miss it, tune in at 7pm. https://t.co/UtS70DewMg"
605,2022-11-02 10:31:52+00:00,19017675,"That didn’t take long did it? 

Sunak has made his first U-turn. 

Hardly the smack of firm leadership. https://t.co/42fUk6nwjK"
606,2022-11-01 21:22:35+00:00,19017675,"As @JasonMillerinDC says, the bird is far from free yet. 

https://t.co/cK09MotV8Q"
607,2022-11-01 20:27:58+00:00,19017675,Are you serious @cj_dinenage? https://t.co/lkmPqEHbWT
608,2022-11-01 18:57:16+00:00,19017675,Live in 5 on GB News! https://t.co/COyCIMMGYr
609,2022-11-01 14:42:55+00:00,19017675,"Another huge @GBNEWS exclusive by @MarkWhiteTV. 

Get all the details from Mark on Farage at 7pm. https://t.co/bw8YfGjEb4"
610,2022-10-31 20:06:13+00:00,19017675,This video is winding up all the right people. https://t.co/LylFsoPYCD
611,2022-10-31 20:05:51+00:00,19017675,RT @darrengrimes_: I see Labour MPs are upset that the BBC dared to interview @Nigel_Farage on the migrant crisis. One of the only broadcas…
612,2022-10-31 18:20:20+00:00,19017675,"See you at 7pm. @GBNEWS 

📺 Freeview 236, Sky 515, Virgin 604

 https://t.co/sBLH47kth7"
613,2022-10-31 17:48:07+00:00,19017675,The Home Secretary is right. This is an invasion! https://t.co/Yr33hj09zq
614,2022-10-31 17:24:40+00:00,19017675,"Suella Braverman supports leaving the ECHR. This is why our Remainer media are trying to force her out. 

https://t.co/QvPIf2Hmvw"
615,2022-10-31 16:14:36+00:00,19017675,The Remainer media and Tory wets are trying to force the Home Secretary out. They seem to be aided by Home Office civil servants. It’s ugly.
616,2022-10-31 11:13:57+00:00,19017675,"The Channel crisis has now become an emergency. 

If Home Secretary Suella Braverman wants to keep her job, she needs to come out of hiding — and quickly."
617,2022-10-31 09:37:16+00:00,19017675,Emergency in Dover. https://t.co/DfShuSnVnC
618,2022-10-31 08:45:30+00:00,19017675,"More bad ideas from the government. Dealing with the symptoms and not the cause of the Channel emergency will solve nothing. 

https://t.co/fmVLMVGwL6"
619,2022-10-30 21:18:29+00:00,19017675,"RT @GoodwinMJ: Migrant Channel crossings to UK

2018 299 
2019 1,843
2020 8,466
2021 28,461
2022 39,430 incl. 1000 today

Home Office/BBC"
620,2022-10-28 18:45:09+00:00,19017675,"Local residents are now defending themselves from migrants on the run.

Some illegals have entered property, others into gardens and fields near the local primary school.

Some residents said that they had even seen migrants in the school playground.

https://t.co/Oa8RFqCp4u"
621,2022-10-28 16:59:01+00:00,19017675,Their arrogance knows no bounds. https://t.co/8SiYA17BlP
622,2022-10-28 16:02:42+00:00,19017675,This is a huge day for free speech but Elon Musk has work to do — it will not be easy to turn Twitter around. https://t.co/hXcBpfoTCV
623,2022-10-28 12:01:24+00:00,19017675,"An evening in Boris Johnson land last night, his Uxbridge constituency. 

People like him but...very little support for his policies as PM.

I predict he won't stand here next time."
624,2022-10-27 19:57:25+00:00,19017675,"RT @GBNEWS: 'What GB News is doing on television and radio, providing an alternative narrative, is vital for the national debate.'

@Nigel_…"
625,2022-10-27 18:00:03+00:00,19017675,Tune into @GBNEWS now! https://t.co/xEoPlTTSHw
626,2022-10-27 16:27:25+00:00,19017675,"The People’s Forum on GB News LIVE from Uxbridge.

Watch @MichelleDewbs from 6pm and Farage from 7pm. 

📺 Freeview 236, Sky 515, Virgin 604 https://t.co/VjgTgllrT9"
627,2022-10-27 12:47:09+00:00,19017675,GB News Radio is now the fastest-growing UK news station after its weekly audience grew by 50%! 📻 https://t.co/5a7GIm7UhR
628,2022-10-26 23:14:39+00:00,19017675,The term Globalism has been taught in our schools as part of the curriculum. https://t.co/zX9GdE03jH
629,2022-10-26 16:58:33+00:00,19017675,"Don’t forget to join me on @GBNEWS at 7pm.

📺 Freeview 236, Sky 515, Virgin 604 https://t.co/Is2CNkHYID"
630,2022-10-26 15:47:48+00:00,19017675,"Get on GETTR! 

https://t.co/Dh2m9NdIAK"
631,2022-10-26 12:41:14+00:00,19017675,Sunak did well in the Commons today but I didn’t see any good news at all when it comes to policy. #pmqs https://t.co/Q0zmJAiq0P
632,2022-10-26 11:39:35+00:00,19017675,"Watch The People’s Forum LIVE from @BorisJohnson’s constituency tomorrow. 

Click the link below to grab your tickets. 

➡️ https://t.co/jRKJJeW411 https://t.co/fFSG9v8xbo"
633,2022-11-12 15:00:39+00:00,1058807868,"250 @MyFDOT crews were deployed to respond to Hurricane Nicole, and they have already cleared 10,000 miles of roadway and inspected and reopened 1,100 bridges."
634,2022-11-12 01:00:28+00:00,1058807868,"Within 24 hours of Hurricane Nicole making landfall, 95% of customers who lost power have been restored. Thank you to the 22,000 linemen who stood ready and responded in record time."
635,2022-11-11 23:39:32+00:00,1058807868,"Florida’s Atlantic Coast has been hit hard by 2 storms in less than 2 months. Dozens of buildings have been condemned or destroyed by erosion. Today, at my direction, DEP will use $20 million for emergency sand placement. We are committed to restoring our communities and beaches. https://t.co/qw9nviPuzo"
636,2022-11-11 19:08:53+00:00,1058807868,"SR A1A in St. Johns County had substantial damage from Hurricane Nicole. Under my direction, @MyFDOT completed emergency road repairs in Vilano Beach in 7.5 hrs. With 80 trucks and 1,400 cubic yards of material, the roadway is now reopened to traffic. https://t.co/70MvmPibGs"
637,2022-11-11 13:00:00+00:00,1058807868,"Happy Veterans Day! Our veterans have made countless sacrifices to protect our freedoms. 

In Florida, we are working hard to ensure they have the resources and support they need to be successful and take care of their families. https://t.co/i27J3aOcNw"
638,2022-11-11 00:30:25+00:00,1058807868,"After #TropicalStormNicole, keep your family safe by avoiding downed power lines, keeping portable generators 20 feet outside of your home and staying away from flooded areas.
 
If you need assistance, please call 1-800-342-3557 or visit https://t.co/VHcvDqEuTp."
639,2022-11-10 23:00:01+00:00,1058807868,"If you are out of power due to #TropicalStormNicole and are using a portable generator, do NOT use it indoors. 

Make sure to keep the generator dry and 20 feet away from your home. https://t.co/ezU2PyOdUA"
640,2022-11-10 18:30:00+00:00,1058807868,"Since 1775, the @USMC has selflessly protected our nation. Thank you to all of those who have served our country as a Marine. Semper Fi!"
641,2022-11-10 16:32:43+00:00,1058807868,"#TropicalStormNicole made landfall last night and is currently moving across the state. 

We are continuing to monitor the storm – stay safe, listen to local officials and follow @FLSERT for updates."
642,2022-11-10 15:21:26+00:00,1058807868,Governor DeSantis Delivers an Update on Tropical Storm Nicole https://t.co/fXlIUgvZAP
643,2022-11-10 00:32:17+00:00,1058807868,"As of 7PM, #Nicole has strengthened into a hurricane and is expected to bring coastal flooding, heavy winds, rain, rip currents &amp; beach erosion.
 
Pay attention to local officials &amp; @FLSERT for updates as the storm approaches. https://t.co/IrP5DFkVcO"
644,2022-11-09 16:44:58+00:00,1058807868,"On Monday, I declared a state of emergency for 34 counties to ensure Floridians had time to get ready. The state is prepared to respond to this storm.

We have 16,000 linemen staged, 600 guardsmen activated, and 7 Urban Search and Rescue teams on standby to deploy."
645,2022-11-09 16:02:41+00:00,1058807868,"#TropicalStormNicole is expected to strengthen into a Category 1 hurricane before making landfall on Florida’s east coast. 

Floridians should continue to monitor your local weather service, listen to local authorities and follow @FLSERT for updates."
646,2022-11-09 15:44:10+00:00,1058807868,Governor DeSantis Delivers an Update on Tropical Storm Nicole https://t.co/agRsAhQPls
647,2022-11-08 20:18:39+00:00,1058807868,It’s Election Day – make your voice heard and go vote.
648,2022-11-08 18:50:39+00:00,1058807868,"#TropicalStormNicole is expected to bring hurricane conditions, including rain and flooding, to parts of Florida’s east coast beginning late Wednesday. Communities recovering from Hurricane Ian should be cautious.
 
Listen to local officials and follow @FLSERT for updates. https://t.co/1qrwsygZNJ"
649,2022-11-07 23:00:01+00:00,1058807868,"Florida protects children and supports parents. 

We will not allow for the sexualization of young students, and we will not allow school officials to replace the role of parents. https://t.co/Qho4ho6qcs"
650,2022-11-07 20:02:48+00:00,1058807868,We are committed to preparing the next generation with the knowledge and skills they need to be great American citizens. https://t.co/hy5snvR7R5
651,2022-11-07 18:00:26+00:00,1058807868,"Today, on Florida’s first Victims of Communism Day, we honor the 100 million people who have lost their lives at the hands of communist regimes.

We will continue to tell your stories and fight to preserve freedom and prosperity. https://t.co/N9z6Qvfsl6"
652,2022-11-07 16:15:00+00:00,1058807868,"In Florida, we refuse to use tax dollars to teach kids to hate our country or to hate each other, which is why we have eliminated CRT and indoctrination from our classrooms. https://t.co/XGJOgWGd3O"
653,2022-11-06 21:45:04+00:00,1058807868,"Since 2019, Florida has invested $5 billion into workforce education with the goal of being the #1 state for workforce education by 2030. https://t.co/xFMVstQ7MX"
654,2022-11-06 17:55:26+00:00,1058807868,"We are closely monitoring Invest 98L which has developed in the Southwest Atlantic.

Floridians should prepare for an increased risk of coastal flooding, heavy winds, rain, rip currents &amp; beach erosion as early as Tuesday.

Follow @FLSERT for up-to-date information."
655,2022-11-05 16:00:02+00:00,1058807868,"Florida’s Economic Accomplishments:
- Highest surplus in state history
- 1.5 million new businesses
- 2.5% unemployment rate
- Growing labor force
- 80,700 new manufacturing and construction jobs
- Record-breaking tourism https://t.co/kHK4CWDQ0f"
656,2022-11-04 16:00:00+00:00,1058807868,"While other states defunded law enforcement and stopped prosecuting crime, Florida led the way as the law &amp; order state and gave bonuses to law enforcement officers. https://t.co/OeI67poeIv"
657,2022-11-03 14:00:41+00:00,1058807868,"Since 2019, Florida’s record-breaking tax relief for Floridians has saved families nearly $3.3 billion. Families saved on gas, diapers, tools, school supplies and disaster preparedness supplies, helping them in the face of record inflation. https://t.co/PPvCYe2ByF"
658,2022-11-02 14:00:01+00:00,1058807868,My administration has invested a record $3.3 billion to restore the Everglades and protect Florida’s water resources. https://t.co/0qi8hmiudG
659,2022-10-31 21:00:47+00:00,1058807868,".@CaseyDeSantis, Madison, Mason, Mamie and I had a great time celebrating Halloween at the Governor’s Mansion this year.
 
We hope you and your family have a safe and fun Halloween! https://t.co/qRSrzIQt60"
660,2022-10-31 14:06:50+00:00,1058807868,"RT @CaseyDeSantis: .@GovRonDeSantis, Madison, Mason, Mamie and I were delighted to host families to the Governor’s Mansion including First…"
661,2022-10-29 23:31:48+00:00,1058807868,"RT @CaseyDeSantis: Congrats to the Noles on their big win today!  

Madison, Mason, Mamie and I had a great time joining the @Seminoles for…"
662,2022-10-28 18:50:41+00:00,1058807868,"People come from around the world to fish in the state of Florida.

With today’s award, the City of Marathon will widen US-1 and add utility infrastructure.

As a result, Bass Pro Shops founder &amp; CEO Johnny Morris will bring in an exciting, world-class fishing resort to Marathon. https://t.co/ErHxnD4RDU"
663,2022-10-28 17:30:11+00:00,1058807868,Gov. DeSantis Awards $1.3 Million to the City of Marathon https://t.co/dzdxXhTqBo
664,2022-10-27 22:00:29+00:00,1058807868,"My administration is cutting through red tape with FEMA by using satellite imagery to assess the damage so debris on commercial and private property can be cleared quickly.
 
By using this technology, FEMA will be able to make quicker determinations for program eligibility."
665,2022-10-27 01:16:22+00:00,1058807868,"It was great to celebrate Diwali with the Floridian Indian community at the Governor’s Mansion this year. 

To all those celebrating this Festival of Lights, Shubh Diwali! https://t.co/g2DeZ9SJk5"
666,2022-10-26 19:04:21+00:00,1058807868,"We have launched a Debris Cleanup Program to assist Floridians recovering from #HurricaneIan with the removal of displaced and abandoned property including vehicles and boats. 

If you want to submit an online application, visit: https://t.co/G2mAVBjczj"
667,2022-10-26 15:00:13+00:00,1058807868,"The NY Supreme Court struck down the COVID regime's vaccine mandates and ordered the reinstatement of unvaxxed employees with back pay.

In Florida, no one had to choose between a job and a jab – I'm glad it's finally like that in New York."
668,2022-10-26 14:28:40+00:00,1058807868,Gov. DeSantis Announces Additional Ian Relief Measures https://t.co/YmxUKYkQZh
